Country,Animal,Year,Value,Log_Value
ES,Sheep,2020 ,15439.22,13.914312248052015
ES,Bovines,2020 ,6636.43,12.696191651783082
ES,DairyCows,2020 ,810.74,9.663095513772634
ES,Pigs,2021 ,34454.09,15.072387633087892
ES,Sheep,2021 ,15081.35,13.880477956109052
ES,Bovines,2021 ,6576.3,12.683060398560045
ES,DairyCows,2021 ,808.86,9.65974620790075
ES,Pigs,2022 ,34073.38,15.056357446072964
ES,Sheep,2022 ,14452.59,13.819040435965778
ES,Bovines,2022 ,6455.13,12.656230434953153
ES,DairyCows,2022 ,809.99,9.661760286612154
ES,Pigs,2023 ,33803.04,15.044865377409135
ES,Sheep,2023 ,13596.56,13.730954067885085
ES,Bovines,2023 ,6294.64,12.619908155050188
ES,DairyCows,2023 ,785.59,9.617632755066039
FI,Pigs,2012 ,1270.5,10.311180660053354
FI,Bovines,2012 ,901.39,9.81600763469106
FI,DairyCows,2012 ,279.87,8.12861303870471
FI,Pigs,2013 ,1258.3,10.297260210785275
FI,Bovines,2013 ,903.36,9.819157223674969
FI,DairyCows,2013 ,282.01,8.139602510890347
FI,Pigs,2014 ,1222.6,10.255736756877484
FI,Bovines,2014 ,907.4,9.825594849463382
FI,DairyCows,2014 ,282.91,8.14419936225096
FI,Pigs,2015 ,1239.0,10.274960472140602
FI,Sheep,2015 ,155.2,7.277984747299765
FI,Bovines,2015 ,903.41,9.819237073077009
FI,DairyCows,2015 ,282.23,8.140727538981512
FI,Pigs,2016 ,1196.7,10.224845813920957
FI,Bovines,2016 ,887.25,9.793196859060945
FI,DairyCows,2016 ,275.38,8.105279974561409
FI,Pigs,2017 ,1108.4,10.114262900594055
FI,Bovines,2017 ,874.52,9.772347568285147
FI,DairyCows,2017 ,270.64,8.080231272019263
FI,Pigs,2018 ,1041.2,10.02403150151675
FI,Bovines,2018 ,859.38,9.747152392024384
FI,DairyCows,2018 ,263.64,8.042425465369709
FI,Pigs,2019 ,1062.2,10.052839719205462
FI,Sheep,2019 ,144.88,7.178714641175443
FI,Bovines,2019 ,840.74,9.71551590380466
FI,DairyCows,2019 ,258.94,8.016474033901016
FI,Pigs,2020 ,1103.9,10.108393771960753
FI,Bovines,2020 ,835.38,9.70628879383778
FI,DairyCows,2020 ,255.62,7.997856908579222
FI,Pigs,2021 ,1093.7,10.09500134832624
FI,Bovines,2021 ,829.98,9.696932762079514
FI,DairyCows,2021 ,248.53,7.957276199465348
FI,Pigs,2022 ,997.67,9.962418882999566
FI,Sheep,2022 ,132.08,7.045268215138534
FI,Bovines,2022 ,821.97,9.682941929617154
FI,DairyCows,2022 ,243.17,7.925821443552495
FI,Pigs,2023 ,978.42,9.934310084242961
FI,Bovines,2023 ,798.64,9.641401521145209
FI,DairyCows,2023 ,236.27,7.884292646852594
FR,Pigs,2012 ,13778.0,13.750078862693849
FR,Sheep,2012 ,7453.0,12.86360554432145
FR,Bovines,2012 ,19052.0,14.217654833364023
FR,DairyCows,2012 ,3644.0,11.831307243802051
FR,Pigs,2013 ,13428.0,13.71295682169755
FR,Sheep,2013 ,7193.0,12.812377888766893
FR,Bovines,2013 ,19095.8,14.220967741083914
FR,DairyCows,2013 ,3698.45,11.852705056529967
FR,Pigs,2014 ,13300.0,13.699138625275914
FR,Sheep,2014 ,7168.0,12.807354922057604
FR,Bovines,2014 ,19248.63,14.232468146783395
FR,DairyCows,2014 ,3661.18,11.838092989395399
FR,Pigs,2015 ,13307.0,13.699897738706156
FR,Sheep,2015 ,7057.0,12.78483929465315
FR,Bovines,2015 ,19386.52,14.24276623357034
FR,DairyCows,2015 ,3637.02,11.828541143868177
FR,Pigs,2016 ,12791.0,13.642841438033619
FR,Sheep,2016 ,7157.0,12.805139264316736
FR,Bovines,2016 ,19373.38,14.24178805697218
FR,DairyCows,2016 ,3637.02,11.828541143868177
FR,Pigs,2017 ,13353.0,13.704876286173425
FR,Sheep,2017 ,6877.0,12.747563630255119
FR,Bovines,2017 ,18953.58,14.21018275356275
FR,DairyCows,2017 ,3596.84,11.812514269450766
FR,Pigs,2018 ,13713.0,13.743256604325191
FR,Sheep,2018 ,7166.0,12.806952328210736
FR,Bovines,2018 ,18613.04,14.184026084314972
FR,DairyCows,2018 ,3554.23,11.79532132819043
FR,Pigs,2019 ,13510.0,13.721740054213047
FR,Sheep,2019 ,7105.0,12.794618934130142
FR,Bovines,2019 ,18172.97,14.14950659736697
FR,DairyCows,2019 ,3490.81,11.769346119777502
FR,Pigs,2020 ,13393.0,13.709191536652757
FR,Sheep,2020 ,6998.71,12.77287331413273
FR,Bovines,2020 ,17815.67,14.120859119967136
FR,DairyCows,2020 ,3405.68,11.733727169443233
FR,Pigs,2021 ,12941.0,13.659661483688078
FR,Sheep,2021 ,6994.63,12.772032028787898
FR,Bovines,2021 ,17330.08,14.080990693905402
FR,DairyCows,2021 ,3322.03,11.697849386455994
FR,Pigs,2022 ,12182.59,13.572533260160865
FR,Sheep,2022 ,6597.52,12.68770810366677
FR,Bovines,2022 ,16986.19,14.052074672065071
FR,DairyCows,2022 ,3230.86,11.657702521591048
FR,Pigs,2023 ,11794.05,13.525771595033476
FR,Sheep,2023 ,6576.0,12.682994583681683
FR,Bovines,2023 ,16806.9,14.036766026368625
FR,DairyCows,2023 ,3164.6,11.627807441666208
HR,Pigs,2012 ,1182.0,10.207014320177532
HR,Sheep,2012 ,679.0,9.407267764244732
HR,Bovines,2012 ,452.0,8.820178962415188
HR,DairyCows,2012 ,181.0,7.499845887083206
HR,Pigs,2013 ,1110.0,10.116343961237469
HR,Sheep,2013 ,620.0,9.276124405274238
HR,Bovines,2013 ,442.0,8.787902559391432
HR,DairyCows,2013 ,168.0,7.392317422778761
HR,Pigs,2014 ,1156.0,10.174925682500678
HR,Sheep,2014 ,605.0,9.240791332161956
HR,Bovines,2014 ,441.0,8.784634845557521
HR,DairyCows,2014 ,159.0,7.312882955284356
HR,Pigs,2015 ,1167.0,10.188588845707349
HR,Sheep,2015 ,608.0,9.247927513443585
HR,Bovines,2015 ,441.0,8.784634845557521
HR,DairyCows,2015 ,152.0,7.247927513443585
HR,Pigs,2016 ,1163.0,10.183635381473218
HR,Sheep,2016 ,619.0,9.273795599214264
HR,Bovines,2016 ,444.0,8.794415866350105
HR,DairyCows,2016 ,147.0,7.199672344836364
HR,Pigs,2017 ,1121.0,10.130570562805426
HR,Sheep,2017 ,637.0,9.3151495622563
HR,Bovines,2017 ,451.0,8.81698362325538
HR,DairyCows,2017 ,139.0,7.118941072723508
HR,Pigs,2018 ,1049.0,10.034798962577268
HR,Sheep,2018 ,636.0,9.312882955284355
HR,Bovines,2018 ,414.0,8.693486957499326
HR,DairyCows,2018 ,136.0,7.087462841250339
HR,Pigs,2019 ,1022.0,9.997179480937621
HR,Sheep,2019 ,658.0,9.361943773735241
HR,Bovines,2019 ,420.0,8.714245517666123
HR,DairyCows,2019 ,130.0,7.022367813028454
HR,Pigs,2020 ,1033.0,10.01262453886506
HR,Sheep,2020 ,662.0,9.370687406807217
HR,Bovines,2020 ,423.0,8.72451385311995
HR,DairyCows,2020 ,110.0,6.78135971352466
HR,Pigs,2021 ,972.0,9.92481250360578
HR,Sheep,2021 ,654.0,9.353146825498083
HR,Bovines,2021 ,428.0,8.741466986401146
HR,DairyCows,2021 ,102.0,6.672425341971495
HR,Pigs,2022 ,945.0,9.884170519108435
HR,Sheep,2022 ,643.0,9.328674927327947
HR,Bovines,2022 ,422.0,8.721099188707186
HR,DairyCows,2022 ,79.0,6.303780748177103
HR,Pigs,2023 ,847.0,9.726218159332198
HR,Sheep,2023 ,552.0,9.108524456778168
HR,Bovines,2023 ,415.0,8.696967526234287
HR,DairyCows,2023 ,71.0,6.149747119504682
HU,Pigs,2012 ,2989.0,11.545447181678094
HU,Sheep,2012 ,1185.0,10.210671343785622
HU,Bovines,2012 ,760.0,9.569855608330949
HU,DairyCows,2012 ,255.0,7.994353436858858
HU,Pigs,2013 ,3004.0,11.552669097514272
HU,Sheep,2013 ,1214.0,10.245552706255681
HU,Bovines,2013 ,782.0,9.611024797307353
HU,DairyCows,2013 ,250.0,7.965784284662087
HU,Pigs,2014 ,3136.0,11.614709844115207
HU,Sheep,2014 ,1185.0,10.210671343785622
HU,Bovines,2014 ,802.0,9.64745842645492
HU,DairyCows,2014 ,255.0,7.994353436858858
HU,Pigs,2015 ,3124.0,11.60917873814198
HU,Sheep,2015 ,1190.0,10.216745858195306
HU,Bovines,2015 ,821.0,9.681238411777805
HU,DairyCows,2015 ,250.0,7.965784284662087
HU,Pigs,2016 ,2907.0,11.505315356136236
HU,Sheep,2016 ,1141.0,10.156083076288681
HU,Bovines,2016 ,852.0,9.734709620225837
HU,DairyCows,2016 ,244.0,7.930737337562887
HU,Pigs,2017 ,2870.0,11.486835021563051
HU,Sheep,2017 ,1146.0,10.162391328756906
HU,Bovines,2017 ,870.0,9.76487159073609
HU,DairyCows,2017 ,244.0,7.930737337562887
HU,Pigs,2018 ,2872.0,11.487840033823051
HU,Sheep,2018 ,1109.0,10.11504365016171
HU,Bovines,2018 ,885.0,9.78953364497036
HU,DairyCows,2018 ,239.0,7.900866807980749
HU,Pigs,2019 ,2634.0,11.363039630256514
HU,Sheep,2019 ,1061.0,10.051208940914766
HU,Bovines,2019 ,909.0,9.828136484194108
HU,DairyCows,2019 ,243.0,7.924812503605781
HU,Pigs,2020 ,2850.0,11.476746203939467
HU,Sheep,2020 ,944.0,9.88264304936184
HU,Bovines,2020 ,932.9,9.865578632870916
HU,DairyCows,2020 ,246.6,7.946028989515477
HU,Pigs,2021 ,2725.9,11.412516922318662
HU,Sheep,2021 ,887.0,9.792790294301064
HU,Bovines,2021 ,909.9,9.829564188457965
HU,DairyCows,2021 ,280.9,8.133912814239036
HU,Pigs,2022 ,2558.1,11.32085694711627
HU,Sheep,2022 ,871.7,9.767687899340743
HU,Bovines,2022 ,894.0,9.804131021183318
HU,DairyCows,2022 ,277.9,8.1184220243132
HU,Pigs,2023 ,2607.7,11.348562190501283
HU,Sheep,2023 ,907.1,9.825117794058356
HU,Bovines,2023 ,869.7,9.76437402389519
HU,DairyCows,2023 ,265.5,8.052568050804153
IE,Pigs,2012 ,1493.49,10.544471862452264
IE,Sheep,2012 ,3430.33,11.74413165594726
IE,Bovines,2012 ,6253.24,12.610388173759084
IE,DairyCows,2012 ,1060.26,10.050202374653614
IE,Pigs,2013 ,1469.09,10.520707066244752
IE,Sheep,2013 ,3324.09,11.698743728381631
IE,Bovines,2013 ,6309.05,12.623207069034518
IE,DairyCows,2013 ,1082.46,10.080097998881657
IE,Pigs,2014 ,1505.66,10.556180309856122
IE,Sheep,2014 ,3324.9,11.699095235298893
IE,Bovines,2014 ,6243.05,12.60803530491159
IE,DairyCows,2014 ,1127.72,10.139193192154151
IE,Pigs,2015 ,1474.54,10.526049243731052
IE,Sheep,2015 ,3324.84,11.699069200686274
IE,Bovines,2015 ,6422.23,12.64885861804056
IE,DairyCows,2015 ,1239.89,10.275996418585633
IE,Pigs,2016 ,1527.83,10.577268309841212
IE,Sheep,2016 ,3438.23,11.747450341624841
IE,Bovines,2016 ,6613.43,12.6911829921793
IE,DairyCows,2016 ,1295.23,10.33899259137412
IE,Pigs,2017 ,1616.36,10.658532839418049
IE,Sheep,2017 ,3981.81,11.95920866629369
IE,Bovines,2017 ,6673.59,12.70424734020595
IE,DairyCows,2017 ,1343.3,10.391565823365623
IE,Pigs,2018 ,1572.15,10.618523157431737
IE,Sheep,2018 ,3798.48,11.891206509755564
IE,Bovines,2018 ,6593.49,12.686826584936108
IE,DairyCows,2018 ,1369.1,10.419012110538533
IE,Pigs,2019 ,1613.27,10.65577219560646
IE,Sheep,2019 ,3809.37,11.895336706782484
IE,Bovines,2019 ,6559.65,12.679403124393392
IE,DairyCows,2019 ,1425.76,10.477515436184238
IE,Pigs,2020 ,1678.57,10.713016986456031
IE,Sheep,2020 ,3877.22,11.920806883022813
IE,Bovines,2020 ,6529.44,12.672743548429622
IE,DairyCows,2020 ,1456.05,10.507844182446975
IE,Pigs,2021 ,1713.59,10.74280625074962
IE,Sheep,2021 ,3991.18,11.96259962972311
IE,Bovines,2021 ,6649.31,12.698988924339684
IE,DairyCows,2021 ,1505.27,10.555806570799357
IE,Pigs,2022 ,1570.39,10.616907175749757
IE,Sheep,2022 ,4018.03,11.972272620433056
IE,Bovines,2022 ,6551.83,12.677682208591746
IE,DairyCows,2022 ,1510.31,10.560628986239383
IE,Pigs,2023 ,1407.61,10.459031953151278
IE,Sheep,2023 ,3995.04,11.963994232749691
IE,Bovines,2023 ,6525.96,12.671974429312444
IE,DairyCows,2023 ,1510.86,10.561154267690778
IS,Pigs,2012 ,36.3,5.181897643108388
IS,Sheep,2012 ,473.5,8.887220615468385
IS,Bovines,2012 ,72.8,6.185866545311334
IS,DairyCows,2012 ,25.4,4.666756591884804
IS,Pigs,2013 ,36.3,5.181897643108388
IS,Sheep,2013 ,473.5,8.887220615468385
IS,Bovines,2013 ,73.2,6.19377174339668
IS,DairyCows,2013 ,25.8,4.689299160535892
IS,Pigs,2014 ,36.5,5.189824558880018
IS,Bovines,2014 ,73.7,6.203592714207708
IS,DairyCows,2014 ,26.0,4.700439718141092
IS,Pigs,2015 ,36.4,5.185866545311334
IS,Bovines,2015 ,75.9,6.246027980528104
IS,DairyCows,2015 ,27.0,4.754887502163468
IS,Pigs,2016 ,38.0,5.247927513443585
IS,Sheep,2016 ,473.0,8.885696373339394
IS,Bovines,2016 ,79.9,6.320123598040615
IS,DairyCows,2016 ,26.3,4.71699089440494
IS,Pigs,2017 ,37.0,5.20945336562895
IS,Sheep,2017 ,458.0,8.839203788096944
IS,Bovines,2017 ,80.9,6.338067797542616
IS,DairyCows,2017 ,26.7,4.738767836800192
IS,Pigs,2018 ,36.0,5.169925001442312
IS,Sheep,2018 ,432.0,8.754887502163468
IS,Bovines,2018 ,81.4,6.346956889378885
IS,DairyCows,2018 ,26.4,4.722466024471091
IS,Pigs,2019 ,35.0,5.129283016944966
IS,Sheep,2019 ,416.0,8.700439718141093
IS,Bovines,2019 ,80.9,6.338067797542616
IS,DairyCows,2019 ,26.2,4.7114949066500875
IS,Sheep,2020 ,401.0,8.64745842645492
IS,Bovines,2020 ,81.4,6.346956889378885
IS,DairyCows,2020 ,26.4,4.722466024471091
IS,Sheep,2021 ,385.0,8.588714635582264
IS,Pigs,2022 ,24.3,4.602884408718419
IS,Sheep,2022 ,367.19,8.520382958910819
IS,Bovines,2022 ,79.93,6.320665184122514
IS,DairyCows,2022 ,25.81,4.689858236319245
IT,Pigs,2012 ,8661.53,13.080406174330808
IT,Sheep,2012 ,7015.73,12.77637751147033
IT,Bovines,2012 ,6251.93,12.610085909893742
IT,DairyCows,2012 ,2009.07,10.972312115977452
IT,Pigs,2013 ,8561.28,13.063610795260336
IT,Sheep,2013 ,7181.83,12.81013578825507
IT,Bovines,2013 ,6249.29,12.6094765749705
IT,DairyCows,2013 ,2074.54,11.018575759295265
IT,Pigs,2014 ,8676.1,13.08283096614999
IT,Sheep,2014 ,7166.02,12.80695635470537
IT,Bovines,2014 ,6125.42,12.580593053045591
IT,DairyCows,2014 ,2069.39,11.0149898477158
IT,Pigs,2015 ,8674.79,13.08261311790046
IT,Sheep,2015 ,7148.53,12.803430886028867
IT,Bovines,2015 ,6155.81,12.587732988016322
IT,DairyCows,2015 ,2056.81,11.00619281419918
IT,Pigs,2016 ,8477.93,13.049496339157269
IT,Sheep,2016 ,7284.87,12.830687511992542
IT,Bovines,2016 ,6314.89,12.624541888376156
IT,DairyCows,2016 ,2060.47,11.008757743103939
IT,Pigs,2017 ,8570.75,13.065205740334413
IT,Sheep,2017 ,7215.4,12.816863660254558
IT,Bovines,2017 ,6349.81,12.632497708647877
IT,DairyCows,2017 ,2040.11,10.994431227141245
IT,Pigs,2018 ,8492.23,13.051927729782665
IT,Sheep,2018 ,7179.15,12.80959732601162
IT,Bovines,2018 ,6311.16,12.623689483600463
IT,DairyCows,2018 ,1939.48,10.92145418347568
IT,Pigs,2019 ,8510.27,13.054989188780356
IT,Sheep,2019 ,7000.88,12.77332056269698
IT,Bovines,2019 ,6377.23,12.638714198771002
IT,DairyCows,2019 ,1875.72,10.87322876882651
IT,Pigs,2020 ,8543.03,13.060532133275405
IT,Sheep,2020 ,7034.16,12.780162435744337
IT,Bovines,2020 ,6400.04,12.643865206590553
IT,DairyCows,2020 ,1871.27,10.869802020449653
IT,Pigs,2021 ,8407.97,13.037541806373163
IT,Sheep,2021 ,6728.35,12.716037039323343
IT,Bovines,2021 ,6280.28,12.616613166327772
IT,DairyCows,2021 ,1844.37,10.848912389246522
IT,Pigs,2022 ,8739.0,13.093252486861505
IT,Sheep,2022 ,6568.0,12.681238411777805
IT,Bovines,2022 ,6049.0,12.562480945349316
IT,DairyCows,2022 ,1865.0,10.8649599151426
IT,Pigs,2023 ,9171.0,13.162863337608126
IT,Sheep,2023 ,6497.0,12.665557989846414
IT,Bovines,2023 ,5999.0,12.550506316170104
IT,DairyCows,2023 ,1808.0,10.820178962415188
LT,Pigs,2012 ,807.5,9.657318449581288
LT,Sheep,2012 ,82.8,6.371558862611963
LT,Bovines,2012 ,729.2,9.510170751151772
LT,DairyCows,2012 ,331.0,8.370687406807217
LT,Pigs,2013 ,754.6,9.559568289922748
LT,Sheep,2013 ,99.6,6.638073837180719
LT,Bovines,2013 ,713.5,9.478769619475763
LT,DairyCows,2013 ,315.7,8.302410450425622
LT,Pigs,2014 ,714.2,9.480184323698703
LT,Sheep,2014 ,123.9,6.95303237725324
LT,Bovines,2014 ,736.6,9.524737587012376
LT,DairyCows,2014 ,314.0,8.294620748891626
LT,Pigs,2015 ,687.8,9.42584530563943
LT,Sheep,2015 ,147.1,7.2006534363674675
LT,Bovines,2015 ,722.6,9.497053444545081
LT,DairyCows,2015 ,300.5,8.231221180711186
LT,Pigs,2016 ,663.9,9.374822141634805
LT,Sheep,2016 ,163.6,7.354028938054387
LT,Bovines,2016 ,694.8,9.44045394382303
LT,DairyCows,2016 ,285.8,8.158862106208455
LT,Pigs,2017 ,611.9,9.257152088947395
LT,Sheep,2017 ,169.7,7.406842754655301
LT,Bovines,2017 ,676.9,9.402798906647083
LT,DairyCows,2017 ,272.8,8.09169983413681
LT,Pigs,2018 ,572.0,9.159871336778389
LT,Sheep,2018 ,164.3,7.360188670062712
LT,Bovines,2018 ,653.5,9.352043425795433
LT,DairyCows,2018 ,256.2,8.001126665454285
LT,Pigs,2019 ,550.8,9.105384749247602
LT,Sheep,2019 ,152.1,7.248876342837134
LT,Bovines,2019 ,634.6,9.309703711030275
LT,DairyCows,2019 ,240.9,7.912290583351108
LT,Pigs,2020 ,580.4,9.180903709179383
LT,Sheep,2020 ,140.6,7.135452784185173
LT,Bovines,2020 ,629.5,9.298062567719017
LT,DairyCows,2020 ,232.9,7.863566829323504
LT,Pigs,2021 ,573.8,9.164404157881302
LT,Sheep,2021 ,136.9,7.096978636370538
LT,Bovines,2021 ,628.7,9.296227952891096
LT,DairyCows,2021 ,225.2,7.815063017192867
LT,Pigs,2022 ,517.42,9.015192009825908
LT,Sheep,2022 ,135.64,7.083638879250706
LT,Bovines,2022 ,641.92,9.326249700837456
LT,DairyCows,2022 ,224.18,7.808513765028386
LT,Pigs,2023 ,487.83,8.930234671812844
LT,Sheep,2023 ,128.92,7.0103322832848205
LT,Bovines,2023 ,619.48,9.274913895277665
LT,DairyCows,2023 ,213.45,7.737754352360276
LU,Pigs,2012 ,88.61,6.4693976168765515
LU,Bovines,2012 ,188.3,7.556889189726866
LU,DairyCows,2012 ,45.0,5.491853096329675
LU,Pigs,2013 ,89.55,6.484621527098599
LU,Bovines,2013 ,198.24,7.631104282365877
LU,DairyCows,2013 ,48.27,5.593054921669878
LU,Pigs,2014 ,92.69,6.534341794810255
LU,Bovines,2014 ,201.15,7.652127927738268
LU,DairyCows,2014 ,46.78,5.547819956577703
LU,Pigs,2015 ,88.5,6.467605550082998
LU,Sheep,2015 ,8.95,3.1618876823768938
LU,Bovines,2015 ,200.64,7.648465443027314
LU,DairyCows,2015 ,49.13,5.618532333976294
LU,Pigs,2016 ,95.48,6.577126661307052
LU,Bovines,2016 ,202.41,7.661136757445404
LU,DairyCows,2016 ,51.97,5.699607153893178
LU,Pigs,2017 ,90.94,6.506843098969815
LU,Bovines,2017 ,198.07,7.629866573642937
LU,DairyCows,2017 ,52.12,5.70376517879341
LU,Pigs,2018 ,82.59,6.367895205541993
LU,Bovines,2018 ,194.39,7.602810194101726
LU,DairyCows,2018 ,53.0,5.727920454563199
LU,Pigs,2019 ,84.04,6.393004256898322
LU,Sheep,2019 ,8.68,3.1176950426697547
LU,Bovines,2019 ,192.1,7.585713708778164
LU,DairyCows,2019 ,54.15,5.758889432720965
LU,Pigs,2020 ,82.13,6.359837392963122
LU,Bovines,2020 ,190.69,7.57508537884393
LU,DairyCows,2020 ,54.23,5.761019265240484
LU,Pigs,2021 ,78.33,6.291493053259273
LU,Bovines,2021 ,187.2,7.548436624696042
LU,DairyCows,2021 ,54.57,5.770036138597918
LU,Pigs,2022 ,66.41,6.053328593449791
LU,Sheep,2022 ,9.0,3.169925001442312
LU,Bovines,2022 ,186.13,7.540166794140547
LU,DairyCows,2022 ,55.33,5.7899900186680995
LU,Pigs,2023 ,65.2,6.026800059343715
LU,Bovines,2023 ,183.56,7.520107901637548
LU,DairyCows,2023 ,55.21,5.786857696017215
LV,Pigs,2012 ,355.22,8.472569002004748
LV,Sheep,2012 ,83.63,6.385948657855972
LV,Bovines,2012 ,393.1,8.618752553536732
LV,DairyCows,2012 ,164.56,7.362469888750209
LV,Pigs,2013 ,367.54,8.521757459210265
LV,Sheep,2013 ,84.85,6.406842754655301
LV,Bovines,2013 ,406.49,8.66707605098557
LV,DairyCows,2013 ,165.01,7.366409647659429
LV,Pigs,2014 ,349.43,8.448859664638595
LV,Sheep,2014 ,92.54,6.532005193790571
LV,Bovines,2014 ,422.02,8.721167561259549
LV,DairyCows,2014 ,165.87,7.373909167298301
LV,Pigs,2015 ,334.16,8.384395238388068
LV,Sheep,2015 ,102.28,6.676380255466924
LV,Bovines,2015 ,419.08,8.711081862306695
LV,DairyCows,2015 ,162.41,7.343496655464363
LV,Pigs,2016 ,336.39,8.393991008433048
LV,Sheep,2016 ,106.63,6.736469582489009
LV,Bovines,2016 ,412.31,8.687585641967122
LV,DairyCows,2016 ,154.02,7.26697389152185
LV,Pigs,2017 ,320.56,8.324450604656073
LV,Sheep,2017 ,112.21,6.810057442437428
LV,Bovines,2017 ,405.82,8.66469615686487
LV,DairyCows,2017 ,150.36,7.232277010268292
LV,Pigs,2018 ,304.9,8.252192340122386
LV,Sheep,2018 ,107.29,6.745371805265969
LV,Bovines,2018 ,395.33,8.626913629397166
LV,DairyCows,2018 ,144.47,7.174626129942405
LV,Pigs,2019 ,314.2,8.295539370406834
LV,Sheep,2019 ,99.82,6.641256998726767
LV,Bovines,2019 ,395.32,8.626877135498702
LV,DairyCows,2019 ,138.41,7.112804369954775
LV,Pigs,2020 ,306.82,8.261248717466874
LV,Sheep,2020 ,91.89,6.521835962545389
LV,Bovines,2020 ,398.99,8.640208777998785
LV,DairyCows,2020 ,136.04,7.087887100933117
LV,Pigs,2021 ,327.02,8.353235061028576
LV,Sheep,2021 ,90.34,6.497293008662791
LV,Bovines,2021 ,393.47,8.620109831857798
LV,DairyCows,2021 ,131.2,7.035623909730721
LV,Pigs,2022 ,307.95,8.266552317942395
LV,Sheep,2022 ,87.32,6.448240225216066
LV,Bovines,2022 ,391.35,8.612315634651246
LV,DairyCows,2022 ,127.76,6.997292407636508
LV,Pigs,2023 ,289.4,8.176921111644361
LV,Sheep,2023 ,78.3,6.290940402403678
LV,Bovines,2023 ,368.06,8.523797158900924
LV,DairyCows,2023 ,119.04,6.895302621333307
ME,Pigs,2012 ,18.45,4.205548911173033
ME,Sheep,2012 ,207.0,7.693486957499325
ME,Bovines,2012 ,85.0,6.409390936137702
ME,DairyCows,2012 ,59.0,5.882643049361842
ME,Pigs,2013 ,21.0,4.392317422778761
ME,Sheep,2013 ,191.0,7.577428828035749
ME,Bovines,2013 ,89.0,6.475733430966398
ME,DairyCows,2013 ,61.0,5.930737337562887
ME,Pigs,2014 ,22.0,4.459431618637297
ME,Sheep,2014 ,204.0,7.672425341971495
ME,Bovines,2014 ,94.0,6.554588851677638
ME,DairyCows,2014 ,63.0,5.977279923499917
ME,Pigs,2015 ,25.0,4.643856189774724
ME,Sheep,2015 ,195.0,7.60733031374961
ME,Bovines,2015 ,92.0,6.523561956057013
ME,DairyCows,2015 ,63.0,5.977279923499917
ME,Pigs,2016 ,55.0,5.78135971352466
ME,Sheep,2016 ,192.0,7.584962500721156
ME,Bovines,2016 ,89.0,6.475733430966398
ME,DairyCows,2016 ,59.6,5.897240425574799
ME,Pigs,2017 ,25.0,4.643856189774724
ME,Sheep,2017 ,189.0,7.562242424221073
ME,Bovines,2017 ,87.0,6.442943495848728
ME,DairyCows,2017 ,60.4,5.916476644437717
ME,Pigs,2018 ,23.6,4.560714954474479
ME,Sheep,2018 ,187.0,7.546894459887636
ME,Bovines,2018 ,83.3,6.380244590478185
ME,DairyCows,2018 ,59.5,5.894817763307944
ME,Pigs,2019 ,23.0,4.523561956057013
ME,Sheep,2019 ,182.1,7.508587112089476
ME,Bovines,2019 ,81.4,6.346956889378885
ME,DairyCows,2019 ,57.2,5.837943241891027
ME,Pigs,2020 ,25.81,4.689858236319245
ME,Sheep,2020 ,176.58,7.464178137886827
ME,Bovines,2020 ,77.89,6.283366212949919
ME,DairyCows,2020 ,54.17,5.759422185696328
ME,Pigs,2021 ,24.33,4.604664415163704
ME,Sheep,2021 ,165.92,7.3743439890385005
ME,Bovines,2021 ,71.17,6.15319733085508
ME,DairyCows,2021 ,49.17,5.61970645004589
ME,Pigs,2022 ,24.51,4.615298579092115
ME,Sheep,2022 ,161.38,7.334317984693444
ME,Bovines,2022 ,70.77,6.145066014185894
ME,DairyCows,2022 ,48.12,5.588564737401351
MK,Pigs,2012 ,152.0,7.247927513443585
MK,Sheep,2012 ,732.0,9.515699838284043
MK,Bovines,2012 ,251.0,7.971543553950772
MK,DairyCows,2012 ,123.0,6.94251450533924
MK,Pigs,2013 ,167.0,7.383704292474052
MK,Sheep,2013 ,732.0,9.515699838284043
MK,Bovines,2013 ,238.0,7.894817763307944
MK,DairyCows,2013 ,129.0,7.011227255423254
MK,Pigs,2014 ,165.0,7.366322214245816
MK,Sheep,2014 ,740.0,9.531381460516313
MK,Bovines,2014 ,242.0,7.918863237274595
MK,DairyCows,2014 ,127.0,6.9886846867721655
MK,Pigs,2015 ,195.0,7.60733031374961
MK,Sheep,2015 ,734.0,9.519636252843213
MK,Bovines,2015 ,253.0,7.98299357469431
MK,DairyCows,2015 ,124.0,6.954196310386875
MK,Pigs,2016 ,203.0,7.6653359171851765
MK,Sheep,2016 ,723.0,9.497851836951117
MK,Bovines,2016 ,255.0,7.994353436858858
MK,DairyCows,2016 ,125.0,6.965784284662087
MK,Pigs,2017 ,202.0,7.658211482751795
MK,Sheep,2017 ,725.0,9.501837184902296
MK,Bovines,2017 ,255.0,7.994353436858858
MK,DairyCows,2017 ,123.0,6.94251450533924
MK,Pigs,2018 ,196.0,7.614709844115208
MK,Sheep,2018 ,727.0,9.505811553919594
MK,Bovines,2018 ,256.0,8.0
MK,DairyCows,2018 ,129.0,7.011227255423254
MK,Pigs,2019 ,136.0,7.087462841250339
MK,Sheep,2019 ,684.0,9.417852514885897
MK,Bovines,2019 ,219.0,7.774787059601174
MK,DairyCows,2019 ,111.0,6.794415866350106
MK,Pigs,2020 ,164.0,7.357552004618084
MK,Sheep,2020 ,631.0,9.30149619498255
